x_m,y_m,theta_rad
1,1,0.800714476241527
1.03480969988405,1.03589268440758,0.827882365259875
1.0696193997681,1.07178536881517,0.855050254278223
1.10442909965215,1.10767805322275,0.882218143296571
1.1392387995362,1.14357073763034,0.909386032314919
1.17404849942025,1.17946342203792,0.936553921333266
1.2088581993043,1.2153561064455,0.963721810351614
1.24366789918834,1.25124879085309,0.990889699369962
1.27847759907239,1.28714147526067,1.01805758838831
1.31328729895644,1.32303415966826,1.04522547740666
1.34809699884049,1.35892684407584,1.072393366425
1.37271958316224,1.40229781943523,1.09373972189459
1.39653289676103,1.44626287482523,1.11462361116019
1.42034621035982,1.49022793021523,1.13550750042578
1.4441595239586,1.53419298560523,1.15639138969138
1.46797283755739,1.57815804099523,1.17727527895697
1.49178615115618,1.62212309638523,1.19815916822257
1.51559946475497,1.66608815177523,1.21904305748817
1.53941277835376,1.71005320716523,1.23992694675376
1.56322609195255,1.75401826255523,1.26081083601936
1.58703940555134,1.79798331794523,1.28169472528495
1.60727746845483,1.84340116998312,1.29472968673093
1.6208803336986,1.89151522257859,1.29319806475704
1.63448319894237,1.93962927517407,1.29166644278314
1.64808606418614,1.98774332776954,1.29013482080925
1.66168892942992,2.03585738036501,1.28860319883535
1.67529179467369,2.08397143296048,1.28707157686146
1.68889465991746,2.13208548555595,1.28553995488756
1.70249752516123,2.18019953815142,1.28400833291367
1.716100390405,2.22831359074689,1.28247671093977
1.72970325564878,2.27642764334236,1.28094508896588
1.74330612089255,2.32454169593784,1.27941346699198
1.75691966025696,2.37265263040051,1.27760816849968
1.77135591072046,2.42052323382845,1.25470916900758
1.78579216118396,2.46839383725639,1.23181016951549
1.80022841164746,2.51626444068433,1.2089111700234
1.81466466211096,2.56413504411227,1.18601217053131
1.82910091257446,2.61200564754021,1.16311317103921
1.84353716303796,2.65987625096815,1.14021417154712
1.85797341350146,2.70774685439609,1.11731517205503
1.87240966396496,2.75561745782403,1.09441617256294
1.88684591442846,2.80348806125197,1.07151717307084
1.90128216489196,2.85135866467991,1.04861817357875
1.91754429194564,2.89842013528377,1.0247195275182
1.94331054391981,2.94126987576378,0.995617481669265
1.96907679589398,2.98411961624378,0.966515435820328
1.99484304786815,3.02696935672378,0.937413389971391
2.02060929984233,3.06981909720378,0.908311344122453
2.0463755518165,3.11266883768378,0.879209298273516
2.07214180379067,3.15551857816378,0.850107252424578
2.09790805576484,3.19836831864378,0.821005206575641
2.12367430773902,3.24121805912378,0.791903160726704
2.14944055971319,3.28406779960379,0.762801114877766
2.17891209749285,3.32389441410649,0.738420109334234
2.21571843872601,3.35773659555254,0.723384645417993
2.25252477995918,3.3915787769986,0.708349181501751
2.28933112119235,3.42542095844465,0.69331371758551
2.32613746242551,3.45926313989071,0.678278253669269
2.36294380365868,3.49310532133677,0.663242789753027
2.39975014489184,3.52694750278282,0.648207325836786
2.43655648612501,3.56078968422888,0.633171861920545
2.47336282735817,3.59463186567494,0.618136398004303
2.51016916859134,3.62847404712099,0.603100934088062
2.54991919143529,3.65860569219495,0.595865285803627
2.5912464211213,3.6867492542737,0.592808731663101
2.6325736508073,3.71489281635245,0.589752177522574
2.6739008804933,3.7430363784312,0.586695623382048
2.7152281101793,3.77117994050995,0.583639069241522
2.7565553398653,3.7993235025887,0.580582515100995
2.79788256955131,3.82746706466745,0.577525960960469
2.83920979923731,3.8556106267462,0.574469406819942
2.88053702892331,3.88375418882495,0.571412852679416
2.92186425860931,3.9118977509037,0.56835629853889
2.96380540413242,3.9391097802514,0.570002527773893
3.00596642413834,3.96598818035372,0.573333062902227
3.04812744414426,3.99286658045605,0.576663598030562
3.09028846415018,4.01974498055837,0.579994133158896
3.13244948415609,4.0466233806607,0.583324668287231
3.17461050416201,4.07350178076302,0.586655203415565
3.21677152416793,4.10038018086535,0.5899857385439
3.25893254417384,4.12725858096767,0.593316273672234
3.30109356417976,4.15413698106999,0.596646808800569
3.34325458418568,4.18101538117232,0.599977343928903
3.38471513756377,4.20895329067712,0.604435863599414
3.42596044383297,4.23721677791348,0.609241002797428
3.46720575010217,4.26548026514983,0.614046141995442
3.50845105637137,4.29374375238619,0.618851281193455
3.54969636264057,4.32200723962255,0.623656420391469
3.59094166890978,4.35027072685891,0.628461559589483
3.63218697517898,4.37853421409526,0.633266698787497
3.67343228144818,4.40679770133162,0.638071837985511
3.71467758771738,4.43506118856798,0.642876977183525
3.75592289398658,4.46332467580433,0.647682116381538
3.79591952755192,4.49332083987965,0.643755454845306
3.83577943799808,4.52350672299121,0.638872706875241
3.87563934844423,4.55369260610276,0.633989958905176
3.91549925889038,4.58387848921432,0.62910721093511
3.95535916933654,4.61406437232588,0.624224462965045
3.99521907978269,4.64425025543743,0.619341714994979
4.03507899022885,4.67443613854899,0.614458967024914
4.074938900675,4.70462202166054,0.609576219054848
4.11479881112116,4.7348079047721,0.604693471084783
4.15503085652743,4.76447761037144,0.595194043461438
4.19626564282952,4.79275644342058,0.57325468412712
4.23750042913161,4.82103527646972,0.551315324792802
4.27873521543369,4.84931410951886,0.529375965458484
4.31997000173578,4.877592942568,0.507436606124166
4.36120478803787,4.90587177561715,0.485497246789848
4.40243957433995,4.93415060866629,0.46355788745553
4.44367436064204,4.96242944171543,0.441618528121211
4.48490914694413,4.99070827476457,0.419679168786893
4.52614393324621,5.01898710781371,0.397739809452575
4.57216835964055,5.03848306145142,0.371747061307139
4.61827222921661,5.05783333819657,0.345687081783617
4.66437609879267,5.07718361494171,0.319627102260095
4.71047996836873,5.09653389168685,0.293567122736573
4.75658383794479,5.11588416843199,0.267507143213052
4.80268770752085,5.13523444517713,0.24144716368953
4.84879157709692,5.15458472192227,0.215387184166009
4.89489544667298,5.17393499866741,0.189327204642486
4.94099931624904,5.19328527541255,0.163267225118965
4.98990068952021,5.20285069780669,0.144640557655333
5.03926552641306,5.21079505923745,0.127245370148045
5.08863036330591,5.2187394206682,0.109850182640757
5.13799520019876,5.22668378209895,0.0924549951334698
5.18736003709161,5.23462814352971,0.0750598076261822
5.23672487398446,5.24257250496046,0.0576646201188947
5.2860897108773,5.25051686639121,0.0402694326116071
5.33545454777015,5.25846122782197,0.0228742451043192
5.384819384663,5.26640558925272,0.00547905759703164
5.43443592219168,5.27109917689803,-0.0103763230441524
5.48443529319133,5.27084837889422,-0.0238896769945657
5.53443466419099,5.27059758089042,-0.0374030309449791
5.58443403519065,5.27034678288661,-0.0509163848953927
5.6344334061903,5.2700959848828,-0.064429738845806
5.68443277718996,5.269845186879,-0.0779430927962193
5.73443214818962,5.26959438887519,-0.0914564467466327
5.78443151918927,5.26934359087138,-0.104969800697046
5.83443089018893,5.26909279286757,-0.118483154647459
5.88443026118859,5.26884199486377,-0.131996508597873
5.93411418990042,5.26413446080258,-0.142085414534849
5.98365042628347,5.25734025113531,-0.150570969489873
6.03318666266652,5.25054604146804,-0.159056524444896
6.08272289904957,5.24375183180077,-0.16754207939992
6.13225913543261,5.2369576221335,-0.176027634354943
6.18179537181566,5.23016341246623,-0.184513189309967
6.23133160819871,5.22336920279896,-0.19299874426499
6.28086784458176,5.21657499313169,-0.201484299220014
6.3304040809648,5.20978078346443,-0.209969854175037
6.37990772723701,5.20280457388061,-0.217586274134455
6.42872355132951,5.19198721199473,-0.206859389587996
6.47753937542201,5.18116985010885,-0.196132505041537
6.52635519951451,5.17035248822297,-0.185405620495077
6.575171023607,5.15953512633708,-0.174678735948618
6.6239868476995,5.1487177644512,-0.163951851402159
6.672802671792,5.13790040256532,-0.1532249668557
6.7216184958845,5.12708304067944,-0.14249808230924
6.770434319977,5.11626567879355,-0.131771197762781
6.8192501440695,5.10544831690767,-0.121044313216322
6.86854802876352,5.09748627227782,-0.0938813747847729
6.91820949953348,5.09167780251684,-0.0543218199996809
6.96787097030344,5.08586933275587,-0.0147622652145875
7.01753244107341,5.0800608629949,0.024797289570506
7.06719391184337,5.07425239323393,0.064356844355598
7.11685538261333,5.06844392347296,0.103916399140691
7.1665168533833,5.06263545371199,0.143475953925784
7.21617832415326,5.05682698395102,0.183035508710877
7.26583979492322,5.05101851419005,0.22259506349597
7.31487123462637,5.05546260536627,0.269014382228098
7.36344786146341,5.06730791351487,0.320385693117349
7.41202448830044,5.07915322166347,0.371757004006598
7.46060111513748,5.09099852981207,0.423128314895848
7.50917774197451,5.10284383796067,0.474499625785099
7.55775436881155,5.11468914610928,0.525870936674348
7.60633099564859,5.12653445425788,0.577242247563599
7.65490762248562,5.13837976240648,0.628613558452848
7.70213219078912,5.15298228818855,0.677180682516843
7.74124089219738,5.18413528923435,0.708915394034606
7.78034959360564,5.21528829028014,0.740650105552368
7.81945829501391,5.24644129132594,0.772384817070131
7.85856699642217,5.27759429237174,0.804119528587893
